1  393
2212  0  0  2510  2510  0.93827  0  0  0  0
2212  0  0  -2510  2510  0.93827  0  0  0  0
113  0.492549  -0.325332  18.2469  18.2958  1.19929  0  0  0  0
2212  -0.387964  0.0456706  4.88209  4.98675  0.93827  0  0  0  0
-2212  0.573921  0.175582  9.55356  9.61827  0.93827  0  0  0  0
223  0.62382  -0.0571893  2.55341  2.74184  0.778047  0  0  0  0
111  2.72487  0.576007  1.94253  3.39828  0.13498  0  0  0  0
111  1.61067  1.77406  43.6322  43.6982  0.13498  0  0  0  0
-211  0.106657  0.118367  6.02889  6.03261  0.13957  0  0  0  0
213  0.861067  0.870128  23.1152  23.1636  0.860812  0  0  0  0
-213  0.409158  0.0728521  10.0709  10.1032  0.693385  0  0  0  0
111  -0.192969  -0.137726  0.0873247  0.286445  0.13498  0  0  0  0
2224  0.0899313  0.226603  1.5149  2.00806  1.29536  0  0  0  0
111  0.234335  0.220583  -0.351191  0.495101  0.13498  0  0  0  0
-2212  -0.163295  -0.3829  -0.422431  1.10999  0.93827  0  0  0  0
-211  0.663945  0.570403  -12.054  12.0865  0.13957  0  0  0  0
113  0.236865  0.0375903  -4.86591  4.93671  0.797851  0  0  0  0
211  0.513527  0.604075  17.7682  17.7864  0.13957  0  0  0  0
-213  -0.994986  -0.114376  27.9775  28.0224  1.23103  0  0  0  0
111  0.391231  0.454094  14.1076  14.121  0.13498  0  0  0  0
211  -0.0150852  0.0360883  2.75472  2.75853  0.13957  0  0  0  0
-211  0.0603506  0.406064  1.00176  1.09157  0.13957  0  0  0  0
111  0.0307746  -0.431039  0.850354  0.963361  0.13498  0  0  0  0
211  -0.0385105  0.21017  0.779816  0.820516  0.13957  0  0  0  0
111  0.203031  -0.401716  0.132148  0.48814  0.13498  0  0  0  0
223  -0.344657  -0.0121404  -0.15995  0.86924  0.781702  0  0  0  0
221  0.511792  -0.140718  -2.14362  2.2753  0.54785  0  0  0  0
-211  -0.579805  0.0977018  0.471645  0.766582  0.13957  0  0  0  0
211  0.126351  0.207822  -0.726246  0.778504  0.13957  0  0  0  0
-211  0.150103  0.185535  -0.694021  0.747061  0.13957  0  0  0  0
211  -0.39718  -0.0457275  -0.364715  0.558873  0.13957  0  0  0  0
-213  -0.113389  -0.0251034  -11.6803  11.7004  0.675507  0  0  0  0
321  0.137147  -0.775534  -12.4428  12.4775  0.49368  0  0  0  0
-311  -0.553362  -0.407173  -24.8163  24.8308  0.49761  0  0  0  0
223  -0.13253  -0.553883  22.1113  22.1326  0.784415  0  0  0  0
221  0.181713  0.105156  8.79897  8.81851  0.54785  0  0  0  0
213  -0.348205  -0.146824  6.96569  7.02211  0.803958  0  0  0  0
223  -0.241078  -1.10135  15.3413  15.4026  0.782696  0  0  0  0
-211  -0.0871471  -0.0871808  0.477859  0.512859  0.13957  0  0  0  0
111  -0.00187644  -0.207794  2.00685  2.02209  0.13498  0  0  0  0
223  0.299668  -1.48227  9.95533  10.0976  0.751691  0  0  0  0
111  0.121748  -0.347067  11.2681  11.2749  0.13498  0  0  0  0
2214  -0.0432715  -2.35762  9.92872  10.2732  1.18239  0  0  0  0
223  0.706877  0.323347  2.71188  2.93058  0.793587  0  0  0  0
-2212  -0.168601  -0.89979  0.767172  1.51887  0.93827  0  0  0  0
211  0.919945  0.333704  -0.554295  1.1333  0.13957  0  0  0  0
111  -0.0518664  -0.0614003  0.0010911  0.157102  0.13498  0  0  0  0
-213  0.639808  -0.403134  -1.08108  1.49894  0.711488  0  0  0  0
2224  0.0136963  0.0181307  -1.24991  1.88026  1.40449  0  0  0  0
-2214  0.143548  -0.631108  -6.52881  6.66409  1.16873  0  0  0  0
311  0.815094  -0.183759  -7.48108  7.54402  0.49761  0  0  0  0
-313  1.30983  -0.600556  -8.28844  8.45218  0.815392  0  0  0  0
223  0.243244  1.06657  -5.7375  5.89382  0.788359  0  0  0  0
111  0.235576  0.17919  -3.88093  3.89454  0.13498  0  0  0  0
111  -0.152543  0.604703  -3.30444  3.36548  0.13498  0  0  0  0
-211  0.438409  0.110268  -7.00783  7.02378  0.13957  0  0  0  0
221  0.322966  0.745935  -5.5259  5.61217  0.54785  0  0  0  0
111  0.324697  1.22439  -4.092  4.2857  0.13498  0  0  0  0
113  -0.0552207  1.49249  -1.68151  2.38169  0.783841  0  0  0  0
113  0.696202  0.303682  -1.62845  1.96696  0.800092  0  0  0  0
111  -0.127456  0.424468  -0.342379  0.576074  0.13498  0  0  0  0
111  -0.114132  0.491733  -0.137481  0.540323  0.13498  0  0  0  0
2212  0.544663  1.58095  -1.47726  2.42048  0.93827  0  0  0  0
223  0.626313  1.28073  -0.126797  1.63849  0.797519  0  0  0  0
-2212  0.0237408  0.417071  -0.203546  1.04704  0.93827  0  0  0  0
211  0.513541  0.3592  3.6717  3.72741  0.13957  0  0  0  0
-411  0.474122  -0.223524  11.1034  11.2719  1.86962  0  0  0  0
421  -1.00897  -5.05141  -2.76338  6.13586  1.86486  0  0  0  0
213  -0.509009  -4.23147  -0.979966  4.46564  0.903966  0  0  0  0
-213  -1.17051  -4.21266  -1.33163  4.71337  1.15151  0  0  0  0
211  -0.629995  -3.82327  -3.94566  5.53191  0.13957  0  0  0  0
-213  -4.29344  -11.3019  -10.0053  15.7101  0.731695  0  0  0  0
213  -1.17647  -2.44761  -2.21038  3.57549  0.72353  0  0  0  0
2112  -3.80696  -11.8406  -11.0983  16.6957  0.93957  0  0  0  0
-2212  -1.53601  -3.14085  -2.57296  4.44125  0.93827  0  0  0  0
211  -0.96597  -1.45096  -1.67464  2.42121  0.13957  0  0  0  0
113  -0.386528  -2.06019  -2.42528  3.30353  0.798473  0  0  0  0
-213  0.640068  0.873588  -2.90775  3.25469  0.98243  0  0  0  0
211  0.369894  -0.303792  -0.509528  0.712888  0.13957  0  0  0  0
111  0.117765  -0.394148  -0.575886  0.720476  0.13498  0  0  0  0
-213  0.503184  0.339463  -11.0062  11.0477  0.740234  0  0  0  0
211  -0.401896  0.248278  -15.9155  15.9231  0.13957  0  0  0  0
-211  1.10372  -0.0666522  -249.512  249.515  0.13957  0  0  0  0
111  -0.534169  0.765367  -102.669  102.674  0.13498  0  0  0  0
211  0.379658  -0.100792  -15.8921  15.8976  0.13957  0  0  0  0
-211  0.164873  0.456978  -85.901  85.9025  0.13957  0  0  0  0
2212  -0.120218  -0.0242543  -165.076  165.078  0.93827  0  0  0  0
221  -0.305757  0.102197  -58.2688  58.2723  0.54785  0  0  0  0
-2212  0.352936  0.0776649  -81.014  81.0203  0.93827  0  0  0  0
211  0.033195  0.44938  -2.61441  2.65663  0.13957  0  0  0  0
-211  0.0926088  -0.0186654  -1.28779  1.29877  0.13957  0  0  0  0
211  -4.81706  4.68859  -7.64161  10.1784  0.13957  0  0  0  0
-211  0.00839506  1.28248  -2.11486  2.47728  0.13957  0  0  0  0
111  -0.870931  0.51425  -0.757922  1.27108  0.13498  0  0  0  0
113  -0.93147  0.930922  -2.18404  2.71836  0.940845  0  0  0  0
211  0.0688066  0.0692426  0.0938008  0.194441  0.13957  0  0  0  0
-211  0.480617  1.35137  -2.16889  2.60399  0.13957  0  0  0  0
111  -0.0644682  0.135808  0.0626896  0.211541  0.13498  0  0  0  0
321  1.00671  2.5025  -5.52155  6.165  0.49368  0  0  0  0
-311  2.36196  4.25979  -12.934  13.8297  0.49761  0  0  0  0
-211  1.91703  2.78604  -9.34822  9.94212  0.13957  0  0  0  0
323  3.29987  6.72452  -18.5883  20.0628  0.937706  0  0  0  0
-321  4.62936  9.335  -26.9467  28.8954  0.49368  0  0  0  0
213  3.50001  6.80065  -18.68  20.2021  0.826404  0  0  0  0
-211  1.0383  1.95521  -4.51752  5.03273  0.13957  0  0  0  0
211  0.617623  0.459513  -1.66026  1.83536  0.13957  0  0  0  0
-211  -0.327256  0.462059  -1.00266  1.15991  0.13957  0  0  0  0
211  0.126427  0.815021  -1.42034  1.64836  0.13957  0  0  0  0
-211  0.711569  -0.777523  0.318696  1.10992  0.13957  0  0  0  0
211  -0.414829  0.0185367  0.100913  0.449544  0.13957  0  0  0  0
-213  1.86235  -0.587126  3.67234  4.24279  0.837926  0  0  0  0
213  1.73694  -1.14536  7.2319  7.55154  0.629672  0  0  0  0
-211  1.61605  -1.68759  10.0709  10.3394  0.13957  0  0  0  0
221  0.0446146  -0.0550005  2.44274  2.50442  0.54785  0  0  0  0
211  0.582193  0.0182688  2.55155  2.62091  0.13957  0  0  0  0
111  -0.125701  0.125536  1.30752  1.32642  0.13498  0  0  0  0
113  0.391672  -0.683683  9.19051  9.25887  0.800239  0  0  0  0
-213  -0.387866  0.32424  5.87183  5.93756  0.721571  0  0  0  0
321  -0.253748  0.578274  7.2967  7.3406  0.49368  0  0  0  0
-313  -1.44292  2.12796  26.7166  26.8522  0.807923  0  0  0  0
223  -0.942055  2.51126  26.084  26.2333  0.784599  0  0  0  0
-211  -0.537014  0.103918  6.14587  6.17174  0.13957  0  0  0  0
211  -0.492667  1.22261  14.6813  14.741  0.13957  0  0  0  0
-211  -0.300852  0.45614  2.93572  2.9894  0.13957  0  0  0  0
221  0.28885  -0.101154  2.71831  2.7898  0.54785  0  0  0  0
323  -0.0600234  0.221936  4.49866  4.59419  0.903206  0  0  0  0
-311  0.313907  0.123728  0.350036  0.695692  0.49761  0  0  0  0
-211  -0.0318508  -0.403265  -0.665667  0.791346  0.13957  0  0  0  0
113  0.328296  0.75823  -0.478715  1.29793  0.879074  0  0  0  0
111  0.150549  -0.111645  4.08899  4.09551  0.13498  0  0  0  0
211  0.0524355  0.247043  18.1113  18.1136  0.13957  0  0  0  0
223  -0.922712  -0.358208  81.8976  81.9073  0.77603  0  0  0  0
111  0.0837763  0.106342  7.25484  7.25736  0.13498  0  0  0  0
113  -0.482719  0.0567009  19.5516  19.5844  1.02304  0  0  0  0
-211  0.382774  -0.117006  4.79385  4.81255  0.13957  0  0  0  0
321  -0.384242  0.450973  0.853047  1.14997  0.49368  0  0  0  0
-321  0.214607  -0.0740172  -1.45386  1.55209  0.49368  0  0  0  0
