0.60 -9.75 -9.75 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -9.45 8.26735858e-27 9.07032579e-26 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -9.15 4.91820046e-26 5.39588068e-25 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -8.85 2.25098575e-25 2.46961274e-24 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -8.55 8.60323913e-25 9.43882873e-24 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -8.25 3.15534087e-24 3.46180335e-23 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -7.95 1.09336327e-23 1.19955617e-22 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -7.65 3.34710211e-23 3.67218940e-22 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -7.35 7.84072393e-23 8.60225425e-22 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -7.05 1.14072821e-22 1.25152144e-21 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -6.75 2.86541140e-22 3.14371448e-21 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -6.45 8.76442086e-22 9.61566523e-21 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -6.15 3.02462044e-21 3.31838670e-20 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -5.85 8.64287660e-21 9.48231599e-20 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -5.55 1.52101680e-20 1.66874556e-19 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -5.25 1.78733681e-20 1.96093190e-19 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -4.95 4.65482577e-20 5.10692573e-19 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -4.65 7.79783422e-20 8.55519887e-19 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -4.35 1.00979676e-19 1.10787327e-18 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -4.05 2.34954811e-19 2.57774797e-18 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -3.75 8.69491728e-19 9.53941112e-18 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -3.45 1.95574179e-18 2.14569321e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -3.15 3.43805317e-18 3.77197409e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -2.85 3.91600909e-18 4.29635147e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -2.55 5.88186337e-18 6.45313935e-17 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -2.25 1.10664342e-17 1.21412616e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -1.95 1.64468371e-17 1.80442361e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -1.65 1.13817323e-17 1.24871830e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -1.35 3.22076205e-17 3.53357856e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -1.05 3.49270297e-17 3.83193175e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -0.75 4.52419488e-17 4.96360730e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -0.45 5.02376399e-17 5.51169707e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 -0.15 5.75094409e-17 6.30950454e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 0.15 4.97803976e-17 5.46153187e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 0.45 4.23598166e-17 4.64740138e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 0.75 3.97781561e-17 4.36416095e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 1.05 1.15416974e-17 1.26626848e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
0.60 -9.75 1.35 2.73828977e-17 3.00424616e-16 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.0
